,Replicate,Sample,Control
1146,HT29.311Cas9_RepB_p6.AVANA_batch3,ACH-000552,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1147,L363.311Cas9_RepA_p6_batch3,ACH-000183,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1148,L363.311Cas9_RepB_p6_batch3,ACH-000183,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1149,JOPACA1.311cas9_RepA_p6_batch3,ACH-001353,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1150,JOPACA1.311cas9_RepB_p6_batch3,ACH-001353,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1151,UMUC14.311Cas9_RepA_p6_batch3,ACH-001408,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1152,UMUC14.311Cas9_RepB_p6_batch3,ACH-001408,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1153,SNU719.311cas9_RepA_p4_batch3,ACH-000898,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1154,SNU719.311cas9_RepB_p4_batch3,ACH-000898,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1155,NCIH28.311Cas9_RepA_p6_batch3,ACH-000648,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1156,NCIH28.311Cas9_RepB_p6_batch3,ACH-000648,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1157,NCI.H647.311cas9_RepA_p6_batch3,ACH-000378,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1158,NCI.H647.311cas9_RepB_p6_batch3,ACH-000378,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1159,RD.ES.311Cas9_RepA_p6_batch3,ACH-000041,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1160,RD.ES.311Cas9_RepB_p6_batch3,ACH-000041,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1161,UmUC11.311Cas9_RepA_p6_batch3,ACH-001413,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1162,UmUC11.311Cas9_RepB_p6_batch3,ACH-001413,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1163,AMO1.311Cas9_RepA_p6_batch3,ACH-000838,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1164,BICR78.311Cas9_RepA_p6_batch3,ACH-001332,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1165,BICR78.311Cas9_RepB_p6_batch3,ACH-001332,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1166,SCC4.311cas9_RepA_p6_batch3,ACH-000238,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1167,SCC4.311cas9_RepB_p6_batch3,ACH-000238,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1168,HUNS1.311Cas9_RepA_p6_batch3,ACH-000829,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1169,HUNS1.311Cas9_RepB_p6_batch3,ACH-000829,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1170,SF268.311cas9_RepA_p6_batch3,ACH-000655,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1171,SF268.311cas9_RepB_p6_batch3,ACH-000655,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1172,Rh28.311Cas9_RepA_p5_batch3,ACH-001740,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1173,Rh28.311Cas9_RepB_p5_batch3,ACH-001740,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1174,Rh28.311Cas9_RepC_p5_batch3,ACH-001740,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1175,SW579.311Cas9_RepA_p6_batch3,ACH-000163,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1176,SW579.311Cas9_RepB_p6_batch3,ACH-000163,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1177,EW8.311Cas9_RepA_p6_batch3,ACH-000499,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1178,EW8.311Cas9_RepB_p6_batch3,ACH-000499,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1179,CASKI.311Cas9_RepA_p6_batch3,ACH-001336,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1180,CASKI.311Cas9_RepB_p6_batch3,ACH-001336,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1181,CASKI.311Cas9_RepC_p6_batch3,ACH-001336,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1182,KYO1.311Cas9_RepA_p6_batch3,ACH-000604,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1183,KYO1.311Cas9_RepB_p6_batch3,ACH-000604,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1184,H103.311cas9_RepA_p6_batch3,ACH-001346,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1185,H103.311cas9_RepB_p6_batch3,ACH-001346,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1186,PACADD165.311cas9_RepA_p6_batch3,ACH-001380,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1187,PACADD165.311cas9_RepB_p6_batch3,ACH-001380,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1188,C.33.A.311Cas9_RepA_p6_batch3,ACH-001333,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1189,C.33.A.311Cas9_RepB_p6_batch3,ACH-001333,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1190,YAMATO.311Cas9_RepA_p6_batch3,ACH-001277,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1191,YAMATO.311Cas9_RepB_p6_batch3,ACH-001277,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1192,HEPG2.311cas9_RepA_p6_batch3,ACH-000739,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1193,HEPG2.311cas9_RepB_p6_batch3,ACH-000739,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1194,SNU.1079.311Cas9_RepA_p6_batch3,ACH-000209,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1195,SNU.1079.311Cas9_RepB_p6_batch3,ACH-000209,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1196,EM.2.311Cas9_RepA_p6_batch3,ACH-000295,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1197,EM.2.311Cas9_RepB_p6_batch3,ACH-000295,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1198,NCI.H211.311cas9_RepA_p6_batch3,ACH-000639,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1199,NCI.H211.311cas9_RepB_p6_batch3,ACH-000639,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1200,RhJT.311Cas9_RepA_p6_batch3,ACH-001745,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1201,RhJT.311Cas9_RepB_p6_batch3,ACH-001745,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1202,RhJT.311Cas9_RepC_p6_batch3,ACH-001745,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1203,BL70.311cas9_RepB_p6_batch3,ACH-000402,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1204,SKGT4.311cas9_RepA_p6_batch3,ACH-001654,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1205,SKGT4.311cas9_RepB_p6_batch3,ACH-001654,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1206,Rh4.311Cas9_RepA_p6_batch3,ACH-001765,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1207,Rh4.311Cas9_RepB_p6_batch3,ACH-001765,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1208,Rh4.311Cas9_RepC_p6_batch3,ACH-001765,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1209,JMURTK2.311cas9_RepA_p5_batch3,ACH-001532,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1210,JMURTK2.311cas9_RepB_p5_batch3,ACH-001532,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1211,MCC26.311cas9_RepA_p5_batch3,ACH-001552,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1212,MCC26.311cas9_RepB_p5_batch3,ACH-001552,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1213,SNU308.311Cas9_RepA_p5_batch3,ACH-000141,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1214,SNU308.311Cas9_RepB_p5_batch3,ACH-000141,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1215,SNU308.311Cas9_RepC_p5_batch3,ACH-000141,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1216,COV413A.311Cas9_RepA_p4_batch3,ACH-001340,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1217,COV413A.311Cas9_RepB_p4_batch3,ACH-001340,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1218,UMUC13.311cas9_RepA_p6_batch3,ACH-001407,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1219,UMUC13.311cas9_RepB_p6_batch3,ACH-001407,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1220,SNU.1041.311Cas9_RepA_p6_batch3,ACH-000618,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1221,SNU.1041.311Cas9_RepB_p6_batch3,ACH-000618,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
