,Algorithm,Dataset,nnmd,line
7854,ComBat+QN+PC2,CCR-JACKS,-5.687538646452939,ACH-000932
7855,ComBat+QN+PC2,CCR-JACKS,-6.033721365975729,ACH-000437
7856,ComBat+QN+PC2,CCR-JACKS,-5.342094742511532,ACH-000677
7857,ComBat+QN+PC2,CCR-JACKS,-5.8879960081345475,ACH-000885
7858,ComBat+QN+PC2,CCR-JACKS,-5.9293726147387655,ACH-000571
7859,ComBat+QN+PC2,CCR-JACKS,-5.638046182753533,ACH-000009
7860,ComBat+QN+PC2,CCR,-5.244980912895575,ACH-000004
7861,ComBat+QN+PC2,CCR,-4.748342296868796,ACH-000005
7862,ComBat+QN+PC2,CCR,-4.804909107116754,ACH-000011
7863,ComBat+QN+PC2,CCR,-5.545384333479754,ACH-000012
7864,ComBat+QN+PC2,CCR,-5.318243561117969,ACH-000013
7865,ComBat+QN+PC2,CCR,-4.943356183592273,ACH-000014
7866,ComBat+QN+PC2,CCR,-5.602417732368084,ACH-000015
7867,ComBat+QN+PC2,CCR,-4.721632136890693,ACH-000017
7868,ComBat+QN+PC2,CCR,-4.817071895489678,ACH-000018
7869,ComBat+QN+PC2,CCR,-4.486691510828609,ACH-000021
7870,ComBat+QN+PC2,CCR,-5.212124771755759,ACH-000022
7871,ComBat+QN+PC2,CCR,-5.587277028745992,ACH-000025
7872,ComBat+QN+PC2,CCR,-5.288104311961159,ACH-000028
7873,ComBat+QN+PC2,CCR,-5.683390839232815,ACH-000029
7874,ComBat+QN+PC2,CCR,-5.171458296734184,ACH-000036
7875,ComBat+QN+PC2,CCR,-4.425410045397893,ACH-000037
7876,ComBat+QN+PC2,CCR,-4.342887538918311,ACH-000039
7877,ComBat+QN+PC2,CCR,-5.125101550550011,ACH-000040
7878,ComBat+QN+PC2,CCR,-4.0770012034689085,ACH-000041
7879,ComBat+QN+PC2,CCR,-4.863267247329857,ACH-000045
7880,ComBat+QN+PC2,CCR,-5.7924966831924944,ACH-000047
7881,ComBat+QN+PC2,CCR,-5.156801504496478,ACH-000052
7882,ComBat+QN+PC2,CCR,-5.43683587356041,ACH-000053
7883,ComBat+QN+PC2,CCR,-5.419071784597357,ACH-000054
7884,ComBat+QN+PC2,CCR,-4.481747046369182,ACH-000055
7885,ComBat+QN+PC2,CCR,-5.168229710679744,ACH-000070
7886,ComBat+QN+PC2,CCR,-3.9993950811951673,ACH-000078
7887,ComBat+QN+PC2,CCR,-4.874214795063096,ACH-000082
7888,ComBat+QN+PC2,CCR,-4.5162811923374395,ACH-000085
7889,ComBat+QN+PC2,CCR,-5.246613911658387,ACH-000086
7890,ComBat+QN+PC2,CCR,-5.228398390668336,ACH-000087
7891,ComBat+QN+PC2,CCR,-4.959077106816036,ACH-000092
7892,ComBat+QN+PC2,CCR,-4.195802826195982,ACH-000095
7893,ComBat+QN+PC2,CCR,-4.83903212681741,ACH-000096
7894,ComBat+QN+PC2,CCR,-5.294048691623535,ACH-000097
7895,ComBat+QN+PC2,CCR,-5.044086121101439,ACH-000099
7896,ComBat+QN+PC2,CCR,-4.399652456219324,ACH-000115
7897,ComBat+QN+PC2,CCR,-5.7674187103998635,ACH-000116
7898,ComBat+QN+PC2,CCR,-5.608310350292847,ACH-000123
7899,ComBat+QN+PC2,CCR,-5.682111336565269,ACH-000127
7900,ComBat+QN+PC2,CCR,-4.702087426821301,ACH-000128
7901,ComBat+QN+PC2,CCR,-5.499231554335404,ACH-000133
7902,ComBat+QN+PC2,CCR,-5.251877143865219,ACH-000138
7903,ComBat+QN+PC2,CCR,-4.4161211774717914,ACH-000141
7904,ComBat+QN+PC2,CCR,-5.094775505826081,ACH-000142
7905,ComBat+QN+PC2,CCR,-5.032309968742078,ACH-000143
7906,ComBat+QN+PC2,CCR,-5.227303466532414,ACH-000146
7907,ComBat+QN+PC2,CCR,-4.6767074439553316,ACH-000150
7908,ComBat+QN+PC2,CCR,-4.530927560089359,ACH-000151
7909,ComBat+QN+PC2,CCR,-5.283795230768056,ACH-000152
7910,ComBat+QN+PC2,CCR,-4.157187260341491,ACH-000153
7911,ComBat+QN+PC2,CCR,-4.826817042360693,ACH-000159
7912,ComBat+QN+PC2,CCR,-4.802214832896406,ACH-000160
7913,ComBat+QN+PC2,CCR,-5.216963823481207,ACH-000163
7914,ComBat+QN+PC2,CCR,-4.3447192622094235,ACH-000167
7915,ComBat+QN+PC2,CCR,-4.275493810772174,ACH-000168
7916,ComBat+QN+PC2,CCR,-5.488876754196863,ACH-000169
7917,ComBat+QN+PC2,CCR,-5.657560680216904,ACH-000178
7918,ComBat+QN+PC2,CCR,-5.440936320937077,ACH-000182
7919,ComBat+QN+PC2,CCR,-4.2833026827335035,ACH-000187
7920,ComBat+QN+PC2,CCR,-5.196103205293761,ACH-000188
7921,ComBat+QN+PC2,CCR,-4.5594676438675545,ACH-000189
7922,ComBat+QN+PC2,CCR,-4.647268247880502,ACH-000190
7923,ComBat+QN+PC2,CCR,-5.536206659890784,ACH-000198
7924,ComBat+QN+PC2,CCR,-3.533510621350707,ACH-000202
7925,ComBat+QN+PC2,CCR,-4.859040242169673,ACH-000206
7926,ComBat+QN+PC2,CCR,-4.336863230092267,ACH-000209
7927,ComBat+QN+PC2,CCR,-5.355466008251738,ACH-000211
7928,ComBat+QN+PC2,CCR,-5.41450675775132,ACH-000215
7929,ComBat+QN+PC2,CCR,-4.9985988318919885,ACH-000217
7930,ComBat+QN+PC2,CCR,-5.126021530435173,ACH-000221
7931,ComBat+QN+PC2,CCR,-5.148338601115879,ACH-000226
7932,ComBat+QN+PC2,CCR,-4.361027801269138,ACH-000228
7933,ComBat+QN+PC2,CCR,-5.354844994093716,ACH-000231
7934,ComBat+QN+PC2,CCR,-5.149214396042089,ACH-000233
7935,ComBat+QN+PC2,CCR,-4.856780579365349,ACH-000234
7936,ComBat+QN+PC2,CCR,-5.106539752071305,ACH-000237
7937,ComBat+QN+PC2,CCR,-5.6060722928825015,ACH-000246
7938,ComBat+QN+PC2,CCR,-5.373034437219673,ACH-000250
7939,ComBat+QN+PC2,CCR,-4.044742386490547,ACH-000251
7940,ComBat+QN+PC2,CCR,-4.770916818918116,ACH-000253
7941,ComBat+QN+PC2,CCR,-5.107938243980199,ACH-000255
7942,ComBat+QN+PC2,CCR,-4.404558649862444,ACH-000256
7943,ComBat+QN+PC2,CCR,-3.2213062046735876,ACH-000257
7944,ComBat+QN+PC2,CCR,-3.518443421623516,ACH-000258
7945,ComBat+QN+PC2,CCR,-5.5451769318258535,ACH-000259
7946,ComBat+QN+PC2,CCR,-5.217090311039979,ACH-000261
7947,ComBat+QN+PC2,CCR,-4.907654763228231,ACH-000262
7948,ComBat+QN+PC2,CCR,-3.806124470825139,ACH-000263
7949,ComBat+QN+PC2,CCR,-5.154981822639387,ACH-000264
7950,ComBat+QN+PC2,CCR,-5.057904525788645,ACH-000266
7951,ComBat+QN+PC2,CCR,-4.774050449116825,ACH-000272
7952,ComBat+QN+PC2,CCR,-3.9905222677714405,ACH-000274
7953,ComBat+QN+PC2,CCR,-5.000279565729554,ACH-000277
7954,ComBat+QN+PC2,CCR,-4.5451743326800305,ACH-000278
7955,ComBat+QN+PC2,CCR,-5.25127882935871,ACH-000279
7956,ComBat+QN+PC2,CCR,-4.129945305283249,ACH-000280
7957,ComBat+QN+PC2,CCR,-3.9277596907595806,ACH-000281
7958,ComBat+QN+PC2,CCR,-5.241183541771055,ACH-000288
7959,ComBat+QN+PC2,CCR,-5.4249698378046505,ACH-000290
7960,ComBat+QN+PC2,CCR,-5.072534219748609,ACH-000292
7961,ComBat+QN+PC2,CCR,-4.882218200114421,ACH-000294
7962,ComBat+QN+PC2,CCR,-4.089976263605021,ACH-000295
7963,ComBat+QN+PC2,CCR,-5.091080220691079,ACH-000296
7964,ComBat+QN+PC2,CCR,-5.5743675074615835,ACH-000302
7965,ComBat+QN+PC2,CCR,-4.082523798008429,ACH-000304
7966,ComBat+QN+PC2,CCR,-5.281332309694945,ACH-000307
7967,ComBat+QN+PC2,CCR,-3.7515686998099724,ACH-000310
7968,ComBat+QN+PC2,CCR,-4.69618648570872,ACH-000311
7969,ComBat+QN+PC2,CCR,-4.601572890687367,ACH-000312
7970,ComBat+QN+PC2,CCR,-4.438448256268756,ACH-000315
7971,ComBat+QN+PC2,CCR,-5.347591801527477,ACH-000316
7972,ComBat+QN+PC2,CCR,-4.740430568322677,ACH-000317
7973,ComBat+QN+PC2,CCR,-5.024934416846259,ACH-000319
7974,ComBat+QN+PC2,CCR,-4.745960417882868,ACH-000322
7975,ComBat+QN+PC2,CCR,-5.009182255295441,ACH-000324
7976,ComBat+QN+PC2,CCR,-5.657579256903596,ACH-000326
7977,ComBat+QN+PC2,CCR,-5.040186724087907,ACH-000329
7978,ComBat+QN+PC2,CCR,-5.174025477902264,ACH-000330
7979,ComBat+QN+PC2,CCR,-5.24068680104707,ACH-000331
7980,ComBat+QN+PC2,CCR,-5.226295053535672,ACH-000332
7981,ComBat+QN+PC2,CCR,-4.142604517346166,ACH-000334
7982,ComBat+QN+PC2,CCR,-4.281070219954196,ACH-000335
7983,ComBat+QN+PC2,CCR,-4.883550570018115,ACH-000337
7984,ComBat+QN+PC2,CCR,-5.454961191685107,ACH-000339
7985,ComBat+QN+PC2,CCR,-5.206218563215554,ACH-000344
7986,ComBat+QN+PC2,CCR,-5.354729776584602,ACH-000348
7987,ComBat+QN+PC2,CCR,-5.426507462038619,ACH-000352
7988,ComBat+QN+PC2,CCR,-4.398717819085943,ACH-000356
7989,ComBat+QN+PC2,CCR,-4.475310897734773,ACH-000361
7990,ComBat+QN+PC2,CCR,-5.086442144821303,ACH-000362
7991,ComBat+QN+PC2,CCR,-4.830418413308755,ACH-000363
7992,ComBat+QN+PC2,CCR,-5.371935714612023,ACH-000364
7993,ComBat+QN+PC2,CCR,-5.275393740099943,ACH-000365
7994,ComBat+QN+PC2,CCR,-4.973002471786627,ACH-000368
7995,ComBat+QN+PC2,CCR,-5.13534374453742,ACH-000375
7996,ComBat+QN+PC2,CCR,-4.894589464629888,ACH-000378
7997,ComBat+QN+PC2,CCR,-5.133689228322408,ACH-000381
7998,ComBat+QN+PC2,CCR,-5.207096630881995,ACH-000387
7999,ComBat+QN+PC2,CCR,-4.6809783189322145,ACH-000389
8000,ComBat+QN+PC2,CCR,-4.453699641839011,ACH-000390
8001,ComBat+QN+PC2,CCR,-4.551906009370261,ACH-000393
8002,ComBat+QN+PC2,CCR,-5.347286186236118,ACH-000397
8003,ComBat+QN+PC2,CCR,-5.516167996874513,ACH-000401
8004,ComBat+QN+PC2,CCR,-4.163387720150965,ACH-000402
8005,ComBat+QN+PC2,CCR,-4.551136185202769,ACH-000403
8006,ComBat+QN+PC2,CCR,-4.664151156837567,ACH-000404
8007,ComBat+QN+PC2,CCR,-5.607644850082079,ACH-000406
8008,ComBat+QN+PC2,CCR,-5.364626860102432,ACH-000407
8009,ComBat+QN+PC2,CCR,-5.936332630861967,ACH-000410
8010,ComBat+QN+PC2,CCR,-4.86468516389904,ACH-000415
8011,ComBat+QN+PC2,CCR,-5.628737535802185,ACH-000416
8012,ComBat+QN+PC2,CCR,-5.090625078487279,ACH-000420
8013,ComBat+QN+PC2,CCR,-5.468462241480347,ACH-000422
8014,ComBat+QN+PC2,CCR,-5.293860130280025,ACH-000425
8015,ComBat+QN+PC2,CCR,-4.756624647020621,ACH-000426
8016,ComBat+QN+PC2,CCR,-4.748428343590983,ACH-000433
8017,ComBat+QN+PC2,CCR,-4.272747668001554,ACH-000436
8018,ComBat+QN+PC2,CCR,-5.151875031320895,ACH-000444
8019,ComBat+QN+PC2,CCR,-4.8628500495,ACH-000445
8020,ComBat+QN+PC2,CCR,-4.876740565486637,ACH-000448
8021,ComBat+QN+PC2,CCR,-4.77820389188886,ACH-000450
8022,ComBat+QN+PC2,CCR,-4.420560766867051,ACH-000454
8023,ComBat+QN+PC2,CCR,-5.128469863358833,ACH-000458
8024,ComBat+QN+PC2,CCR,-2.485327463623569,ACH-000459
8025,ComBat+QN+PC2,CCR,-5.654371401011244,ACH-000460
8026,ComBat+QN+PC2,CCR,-5.39397731933339,ACH-000461
8027,ComBat+QN+PC2,CCR,-5.051670100221248,ACH-000463
8028,ComBat+QN+PC2,CCR,-4.217085204754571,ACH-000466
8029,ComBat+QN+PC2,CCR,-5.005247692908484,ACH-000467
8030,ComBat+QN+PC2,CCR,-4.2387335994648785,ACH-000468
8031,ComBat+QN+PC2,CCR,-4.56617564068575,ACH-000470
8032,ComBat+QN+PC2,CCR,-5.279971342831292,ACH-000471
8033,ComBat+QN+PC2,CCR,-4.896167362033735,ACH-000472
8034,ComBat+QN+PC2,CCR,-4.642910163681412,ACH-000473
8035,ComBat+QN+PC2,CCR,-5.410632987718762,ACH-000475
8036,ComBat+QN+PC2,CCR,-4.741098112058471,ACH-000476
8037,ComBat+QN+PC2,CCR,-5.1303763869111565,ACH-000477
8038,ComBat+QN+PC2,CCR,-4.974269437627559,ACH-000478
8039,ComBat+QN+PC2,CCR,-5.145685034886014,ACH-000480
8040,ComBat+QN+PC2,CCR,-5.078742582482291,ACH-000483
8041,ComBat+QN+PC2,CCR,-4.1880544474087875,ACH-000484
8042,ComBat+QN+PC2,CCR,-4.744079536807001,ACH-000485
8043,ComBat+QN+PC2,CCR,-5.451855218726296,ACH-000486
8044,ComBat+QN+PC2,CCR,-5.5772889346232235,ACH-000487
8045,ComBat+QN+PC2,CCR,-5.287478727282142,ACH-000488
8046,ComBat+QN+PC2,CCR,-5.2967575261479976,ACH-000490
8047,ComBat+QN+PC2,CCR,-3.7916529640789087,ACH-000491
8048,ComBat+QN+PC2,CCR,-4.976618885212273,ACH-000493
8049,ComBat+QN+PC2,CCR,-4.755303085555445,ACH-000495
8050,ComBat+QN+PC2,CCR,-5.405612804716231,ACH-000496
8051,ComBat+QN+PC2,CCR,-2.7614057664861593,ACH-000498
8052,ComBat+QN+PC2,CCR,-4.614513749780108,ACH-000499
8053,ComBat+QN+PC2,CCR,-3.8866266737963326,ACH-000500
8054,ComBat+QN+PC2,CCR,-5.199155140020691,ACH-000502
8055,ComBat+QN+PC2,CCR,-4.79830592135826,ACH-000503
8056,ComBat+QN+PC2,CCR,-5.94655148413769,ACH-000507
8057,ComBat+QN+PC2,CCR,-5.183371551781597,ACH-000511
8058,ComBat+QN+PC2,CCR,-4.1479557298313185,ACH-000512
8059,ComBat+QN+PC2,CCR,-5.024775487556056,ACH-000516
8060,ComBat+QN+PC2,CCR,-5.38160466569657,ACH-000517
8061,ComBat+QN+PC2,CCR,-4.7707464100986625,ACH-000520
8062,ComBat+QN+PC2,CCR,-4.570367882141391,ACH-000521
8063,ComBat+QN+PC2,CCR,-5.553113567697884,ACH-000522
8064,ComBat+QN+PC2,CCR,-5.80951183244902,ACH-000528
8065,ComBat+QN+PC2,CCR,-5.563154815992086,ACH-000537
8066,ComBat+QN+PC2,CCR,-3.9808805590918945,ACH-000541
8067,ComBat+QN+PC2,CCR,-5.610391489059521,ACH-000542
8068,ComBat+QN+PC2,CCR,-5.24437053770437,ACH-000545
8069,ComBat+QN+PC2,CCR,-4.6628070938576105,ACH-000547
8070,ComBat+QN+PC2,CCR,-5.024215895734291,ACH-000549
8071,ComBat+QN+PC2,CCR,-4.954952487847706,ACH-000550
8072,ComBat+QN+PC2,CCR,-4.6807751956282,ACH-000556
8073,ComBat+QN+PC2,CCR,-3.4422063295744096,ACH-000557
8074,ComBat+QN+PC2,CCR,-5.530081357038776,ACH-000570
8075,ComBat+QN+PC2,CCR,-4.88023446245238,ACH-000576
8076,ComBat+QN+PC2,CCR,-3.8529235229382204,ACH-000577
8077,ComBat+QN+PC2,CCR,-5.041644614600568,ACH-000580
8078,ComBat+QN+PC2,CCR,-5.13879311337699,ACH-000588
8079,ComBat+QN+PC2,CCR,-5.084433375755859,ACH-000589
8080,ComBat+QN+PC2,CCR,-5.00278295392884,ACH-000591
8081,ComBat+QN+PC2,CCR,-5.380540102173891,ACH-000592
8082,ComBat+QN+PC2,CCR,-5.272153682035653,ACH-000593
8083,ComBat+QN+PC2,CCR,-4.895718738530679,ACH-000596
8084,ComBat+QN+PC2,CCR,-4.3953951239053834,ACH-000600
8085,ComBat+QN+PC2,CCR,-3.932758558279639,ACH-000604
8086,ComBat+QN+PC2,CCR,-4.545655309074183,ACH-000605
8087,ComBat+QN+PC2,CCR,-5.144662638995234,ACH-000606
8088,ComBat+QN+PC2,CCR,-3.973141420861047,ACH-000608
8089,ComBat+QN+PC2,CCR,-4.2835691249265,ACH-000614
8090,ComBat+QN+PC2,CCR,-4.595953141149352,ACH-000616
8091,ComBat+QN+PC2,CCR,-5.496190888090224,ACH-000618
8092,ComBat+QN+PC2,CCR,-5.461253726947943,ACH-000620
8093,ComBat+QN+PC2,CCR,-4.595650740094923,ACH-000621
8094,ComBat+QN+PC2,CCR,-5.277511119181688,ACH-000623
8095,ComBat+QN+PC2,CCR,-5.4551928499108255,ACH-000627
8096,ComBat+QN+PC2,CCR,-5.576158141345515,ACH-000630
8097,ComBat+QN+PC2,CCR,-5.407738450773628,ACH-000632
8098,ComBat+QN+PC2,CCR,-4.593854339674452,ACH-000633
8099,ComBat+QN+PC2,CCR,-4.9321141458122675,ACH-000638
8100,ComBat+QN+PC2,CCR,-5.722451048533262,ACH-000639
8101,ComBat+QN+PC2,CCR,-4.285898240502908,ACH-000646
8102,ComBat+QN+PC2,CCR,-4.899700686331029,ACH-000647
8103,ComBat+QN+PC2,CCR,-4.915115778592533,ACH-000648
8104,ComBat+QN+PC2,CCR,-5.009325535822142,ACH-000649
8105,ComBat+QN+PC2,CCR,-4.607725129013973,ACH-000653
8106,ComBat+QN+PC2,CCR,-5.281391996232211,ACH-000654
8107,ComBat+QN+PC2,CCR,-5.158275046350053,ACH-000655
8108,ComBat+QN+PC2,CCR,-4.581999599048987,ACH-000658
8109,ComBat+QN+PC2,CCR,-5.982907929028863,ACH-000661
8110,ComBat+QN+PC2,CCR,-4.854185628706962,ACH-000663
8111,ComBat+QN+PC2,CCR,-5.555808821254706,ACH-000671
8112,ComBat+QN+PC2,CCR,-5.117201373825121,ACH-000673
8113,ComBat+QN+PC2,CCR,-5.38776599938703,ACH-000676
8114,ComBat+QN+PC2,CCR,-5.385420745864774,ACH-000682
8115,ComBat+QN+PC2,CCR,-4.8174850174799415,ACH-000683
8116,ComBat+QN+PC2,CCR,-4.127081649731392,ACH-000684
8117,ComBat+QN+PC2,CCR,-4.576905608094692,ACH-000688
8118,ComBat+QN+PC2,CCR,-5.664792249575947,ACH-000693
8119,ComBat+QN+PC2,CCR,-4.263289016521517,ACH-000695
8120,ComBat+QN+PC2,CCR,-4.853121382317507,ACH-000697
8121,ComBat+QN+PC2,CCR,-4.558801194552377,ACH-000700
8122,ComBat+QN+PC2,CCR,-4.470506526767848,ACH-000701
8123,ComBat+QN+PC2,CCR,-5.154737132216633,ACH-000702
8124,ComBat+QN+PC2,CCR,-5.551096972377804,ACH-000706
8125,ComBat+QN+PC2,CCR,-4.401856291333617,ACH-000713
8126,ComBat+QN+PC2,CCR,-4.443881785416253,ACH-000718
8127,ComBat+QN+PC2,CCR,-5.416138390374809,ACH-000720
8128,ComBat+QN+PC2,CCR,-5.281238292010517,ACH-000721
8129,ComBat+QN+PC2,CCR,-3.9605315452211074,ACH-000724
8130,ComBat+QN+PC2,CCR,-3.9667170228092172,ACH-000725
8131,ComBat+QN+PC2,CCR,-4.648194681798868,ACH-000732
8132,ComBat+QN+PC2,CCR,-5.512082388551876,ACH-000734
8133,ComBat+QN+PC2,CCR,-5.613585391168644,ACH-000735
8134,ComBat+QN+PC2,CCR,-4.825159545889172,ACH-000736
8135,ComBat+QN+PC2,CCR,-4.6451483859267775,ACH-000739
8136,ComBat+QN+PC2,CCR,-4.1606087064451005,ACH-000746
8137,ComBat+QN+PC2,CCR,-5.703053800546507,ACH-000747
8138,ComBat+QN+PC2,CCR,-5.701299760441082,ACH-000753
8139,ComBat+QN+PC2,CCR,-4.152651014320664,ACH-000757
8140,ComBat+QN+PC2,CCR,-4.9057441103105885,ACH-000758
8141,ComBat+QN+PC2,CCR,-4.780177434762925,ACH-000760
8142,ComBat+QN+PC2,CCR,-4.97723907360739,ACH-000762
8143,ComBat+QN+PC2,CCR,-4.682665427604757,ACH-000763
8144,ComBat+QN+PC2,CCR,-4.72892892662396,ACH-000764
8145,ComBat+QN+PC2,CCR,-4.9007964548169385,ACH-000765
8146,ComBat+QN+PC2,CCR,-4.965125171214508,ACH-000766
8147,ComBat+QN+PC2,CCR,-4.130269536956883,ACH-000767
8148,ComBat+QN+PC2,CCR,-5.148970188592752,ACH-000770
8149,ComBat+QN+PC2,CCR,-5.662293045082286,ACH-000771
8150,ComBat+QN+PC2,CCR,-5.027247165226649,ACH-000773
8151,ComBat+QN+PC2,CCR,-4.476898565560484,ACH-000776
8152,ComBat+QN+PC2,CCR,-5.06391945057279,ACH-000777
8153,ComBat+QN+PC2,CCR,-4.601312744392947,ACH-000782
8154,ComBat+QN+PC2,CCR,-4.165576965525976,ACH-000783
8155,ComBat+QN+PC2,CCR,-4.6107546677546,ACH-000785
8156,ComBat+QN+PC2,CCR,-4.652237419895853,ACH-000790
8157,ComBat+QN+PC2,CCR,-4.369564720868611,ACH-000791
8158,ComBat+QN+PC2,CCR,-5.529152476799158,ACH-000792
8159,ComBat+QN+PC2,CCR,-4.873812691362217,ACH-000796
8160,ComBat+QN+PC2,CCR,-4.344109473219815,ACH-000799
8161,ComBat+QN+PC2,CCR,-4.6795533699281435,ACH-000800
8162,ComBat+QN+PC2,CCR,-5.0552171492546645,ACH-000801
8163,ComBat+QN+PC2,CCR,-5.5659261502505375,ACH-000802
8164,ComBat+QN+PC2,CCR,-4.801693771999392,ACH-000804
8165,ComBat+QN+PC2,CCR,-4.834033757578779,ACH-000805
8166,ComBat+QN+PC2,CCR,-4.187584051699867,ACH-000810
8167,ComBat+QN+PC2,CCR,-4.761790222098226,ACH-000811
8168,ComBat+QN+PC2,CCR,-5.327894352135863,ACH-000819
8169,ComBat+QN+PC2,CCR,-3.9711735596131534,ACH-000820
8170,ComBat+QN+PC2,CCR,-4.289183609982467,ACH-000821
8171,ComBat+QN+PC2,CCR,-4.989631922425788,ACH-000822
8172,ComBat+QN+PC2,CCR,-5.254237373769152,ACH-000827
8173,ComBat+QN+PC2,CCR,-5.056665632984425,ACH-000829
8174,ComBat+QN+PC2,CCR,-5.406872216048403,ACH-000831
8175,ComBat+QN+PC2,CCR,-4.78012020180404,ACH-000833
8176,ComBat+QN+PC2,CCR,-5.722654329988899,ACH-000834
8177,ComBat+QN+PC2,CCR,-5.427752175001517,ACH-000835
8178,ComBat+QN+PC2,CCR,-4.936012437586694,ACH-000836
8179,ComBat+QN+PC2,CCR,-5.591568399564136,ACH-000837
8180,ComBat+QN+PC2,CCR,-4.6310608771010875,ACH-000838
8181,ComBat+QN+PC2,CCR,-4.902701325958117,ACH-000839
8182,ComBat+QN+PC2,CCR,-4.150998806930341,ACH-000840
8183,ComBat+QN+PC2,CCR,-5.1753430894453984,ACH-000848
8184,ComBat+QN+PC2,CCR,-5.024577070030376,ACH-000851
8185,ComBat+QN+PC2,CCR,-5.769655116586228,ACH-000853
8186,ComBat+QN+PC2,CCR,-4.73841093451093,ACH-000862
8187,ComBat+QN+PC2,CCR,-5.370535144531294,ACH-000866
8188,ComBat+QN+PC2,CCR,-4.953736780166614,ACH-000867
8189,ComBat+QN+PC2,CCR,-5.175595700160959,ACH-000872
8190,ComBat+QN+PC2,CCR,-5.496140185502973,ACH-000881
8191,ComBat+QN+PC2,CCR,-5.2023634149723055,ACH-000882
8192,ComBat+QN+PC2,CCR,-5.4178186612908315,ACH-000884
8193,ComBat+QN+PC2,CCR,-5.327849927849267,ACH-000887
8194,ComBat+QN+PC2,CCR,-5.180105386813628,ACH-000888
8195,ComBat+QN+PC2,CCR,-5.168598444199988,ACH-000889
8196,ComBat+QN+PC2,CCR,-4.30016414581593,ACH-000890
8197,ComBat+QN+PC2,CCR,-5.339053560462663,ACH-000896
8198,ComBat+QN+PC2,CCR,-4.608909392708026,ACH-000898
8199,ComBat+QN+PC2,CCR,-4.858173312937086,ACH-000899
8200,ComBat+QN+PC2,CCR,-4.904201377089467,ACH-000901
8201,ComBat+QN+PC2,CCR,-5.277667543209267,ACH-000905
8202,ComBat+QN+PC2,CCR,-4.516359889072687,ACH-000907
8203,ComBat+QN+PC2,CCR,-5.6393458860513626,ACH-000912
8204,ComBat+QN+PC2,CCR,-5.165465538652622,ACH-000914
8205,ComBat+QN+PC2,CCR,-5.529331031367957,ACH-000915
8206,ComBat+QN+PC2,CCR,-3.0883315256605415,ACH-000916
8207,ComBat+QN+PC2,CCR,-5.730655321011407,ACH-000921
8208,ComBat+QN+PC2,CCR,-5.223442714108398,ACH-000924
8209,ComBat+QN+PC2,CCR,-4.209878922632171,ACH-000928
8210,ComBat+QN+PC2,CCR,-4.174638022867848,ACH-000929
8211,ComBat+QN+PC2,CCR,-5.226687136133672,ACH-000935
8212,ComBat+QN+PC2,CCR,-4.879664227535963,ACH-000937
8213,ComBat+QN+PC2,CCR,-5.204079871027408,ACH-000938
8214,ComBat+QN+PC2,CCR,-5.3915382306972335,ACH-000939
8215,ComBat+QN+PC2,CCR,-4.556958059142518,ACH-000941
8216,ComBat+QN+PC2,CCR,-4.958305038641316,ACH-000946
8217,ComBat+QN+PC2,CCR,-4.003757785003057,ACH-000953
8218,ComBat+QN+PC2,CCR,-4.981540838125543,ACH-000960
8219,ComBat+QN+PC2,CCR,-3.647366134904279,ACH-000963
8220,ComBat+QN+PC2,CCR,-5.162651582628734,ACH-000968
8221,ComBat+QN+PC2,CCR,-5.537998320519692,ACH-000973
8222,ComBat+QN+PC2,CCR,-5.0545115930255315,ACH-000975
8223,ComBat+QN+PC2,CCR,-4.97968278142555,ACH-000976
8224,ComBat+QN+PC2,CCR,-4.490386395467211,ACH-000978
8225,ComBat+QN+PC2,CCR,-5.646876254264289,ACH-000983
8226,ComBat+QN+PC2,CCR,-4.022631736747537,ACH-000984
8227,ComBat+QN+PC2,CCR,-5.160679627535942,ACH-000986
8228,ComBat+QN+PC2,CCR,-5.234845453373232,ACH-000988
8229,ComBat+QN+PC2,CCR,-5.370582875593076,ACH-000993
8230,ComBat+QN+PC2,CCR,-5.137339809209536,ACH-000994
8231,ComBat+QN+PC2,CCR,-4.510166225627193,ACH-000996
8232,ComBat+QN+PC2,CCR,-5.290069125013811,ACH-001001
8233,ComBat+QN+PC2,CCR,-4.729892132933146,ACH-001020
8234,ComBat+QN+PC2,CCR,-5.2426972010117545,ACH-001028
8235,ComBat+QN+PC2,CCR,-5.443107619167296,ACH-001031
8236,ComBat+QN+PC2,CCR,-4.407048940147331,ACH-001033
8237,ComBat+QN+PC2,CCR,-5.195872925458283,ACH-001038
8238,ComBat+QN+PC2,CCR,-5.4710296116245525,ACH-001048
8239,ComBat+QN+PC2,CCR,-5.345133605261985,ACH-001050
8240,ComBat+QN+PC2,CCR,-4.724139255108753,ACH-001053
8241,ComBat+QN+PC2,CCR,-4.914770821564894,ACH-001054
8242,ComBat+QN+PC2,CCR,-5.601788376714683,ACH-001061
8243,ComBat+QN+PC2,CCR,-5.364592501933825,ACH-001067
8244,ComBat+QN+PC2,CCR,-4.673201119877825,ACH-001075
8245,ComBat+QN+PC2,CCR,-5.394215199988258,ACH-001096
8246,ComBat+QN+PC2,CCR,-5.366160232714039,ACH-001134
8247,ComBat+QN+PC2,CCR,-4.873584119978425,ACH-001163
8248,ComBat+QN+PC2,CCR,-4.780749290045547,ACH-001164
8249,ComBat+QN+PC2,CCR,-5.819671677317442,ACH-001173
